rental_id,addr_zip,income
7318792,11215,116893.0
7424839,11232,53908.0
7383184,11206,34122.0
7302667,11373,49098.0
7337878,10006,145893.0
7285072,10003,104441.0
7169851,10011,123208.0
7207882,10025,82352.0
7148152,10280,161419.0
7223740,11215,116893.0
7169284,11238,79013.0
7321399,11217,99085.0
7165282,11201,116446.0
7216939,10023,123951.0
7187206,10012,104561.0
7359484,10028,119203.0
7426741,10011,123208.0
7227151,10017,118469.0
7339330,10003,104441.0
7272724,10011,123208.0
7357612,11249,
7331746,11230,46013.0
7201087,11211,66113.0
7285960,10019,99063.0
7338490,10024,126107.0
7397434,11102,60436.0
7340716,11203,48140.0
7321786,11231,93575.0
7220830,10039,34197.0
7182121,10017,118469.0
7372798,10035,27932.0
7286272,11221,47170.0
7282966,11103,65229.0
7204471,11217,99085.0
7357381,11235,49653.0
7339738,11209,69578.0
7227880,11218,64152.0
7137319,10128,111937.0
7352749,11374,56863.0
7218781,11432,52975.0
7359586,11237,51269.0
7398439,11206,34122.0
7133230,11209,69578.0
7282552,11220,42559.0
7331167,11249,
7141498,11225,51926.0
7213354,11225,51926.0
7197838,10014,127973.0
7350418,10036,93707.0
7132372,10010,115084.0
7423414,10005,154213.0
7354318,11105,68050.0
7389967,10025,82352.0
7294837,11216,56025.0
7301299,10018,107861.0
7226239,10009,60521.0
7281700,10016,109250.0
7279402,11229,59287.0
7362166,11238,79013.0
7266331,10011,123208.0
7367641,11237,51269.0
7222933,10001,85221.0
7320625,11216,56025.0
7156552,10075,129594.0
7159456,10028,119203.0
7263427,11375,76467.0
7217566,11221,47170.0
7349752,11102,60436.0
7316626,10025,82352.0
7209454,11207,35809.0
7194223,11225,51926.0
7291996,10003,104441.0
7137202,10017,118469.0
7274095,10021,123842.0
7269916,11385,64481.0
7243909,10023,123951.0
7287190,10021,123842.0
7190350,11354,44512.0
7322815,10038,85032.0
7163770,11209,69578.0
7265593,11215,116893.0
7232455,10026,54349.0
7173679,11385,64481.0
7325602,10009,60521.0
7319557,10002,35449.0
7146295,11211,66113.0
7135783,11201,116446.0
7310122,10016,109250.0
7248379,11205,51574.0
7420675,11238,79013.0
7174414,11213,40604.0
7269691,11222,78287.0
7281130,11206,34122.0
7343302,10018,107861.0
7139215,10022,133208.0
7191931,11238,79013.0
7415512,11385,64481.0
7340569,11364,71030.0
7389361,11103,65229.0
7155322,10044,92623.0
7306492,11249,
7186999,11233,36009.0
7220605,11385,64481.0
7257988,11211,66113.0
7342849,10280,161419.0
7300810,10004,140450.0
7367326,10016,109250.0
7173931,10022,133208.0
7298716,11206,34122.0
7361674,11206,34122.0
7328104,11211,66113.0
7393759,11105,68050.0
7398994,10023,123951.0
7176559,11105,68050.0
7303405,10038,85032.0
7171558,10013,106056.0
7189438,10026,54349.0
7284625,10038,85032.0
7166533,11211,66113.0
7316782,11226,48495.0
7280227,10025,82352.0
7330474,11102,60436.0
7150561,10069,137105.0
7285759,10019,99063.0
7212952,10016,109250.0
7133926,11225,51926.0
7166578,11221,47170.0
7288981,10128,111937.0
7234654,10075,129594.0
7355293,10075,129594.0
7276948,10031,44040.0
7161628,10021,123842.0
7141186,11432,52975.0
7302745,11102,60436.0
7231696,11103,65229.0
7176010,10016,109250.0
7143967,11222,78287.0
7137598,10019,99063.0
7213846,11217,99085.0
7336645,10010,115084.0
7388383,10016,109250.0
7168204,10013,106056.0
7218676,11222,78287.0
7265122,11432,52975.0
7261381,11211,66113.0
7202944,10040,47189.0
7272007,10021,123842.0
7230391,11221,47170.0
7211125,11372,53963.0
7132726,10023,123951.0
7415842,10016,109250.0
7196674,11231,93575.0
7413454,11435,59535.0
7203637,11205,51574.0
7185133,10128,111937.0
7393765,10014,127973.0
7409323,10030,36118.0
7237891,10016,109250.0
7300609,11235,49653.0
7184017,10025,82352.0
7367329,10016,109250.0
7285555,10012,104561.0
7207252,10019,99063.0
7377973,10018,107861.0
7253077,10023,123951.0
7334566,11206,34122.0
7197889,10019,99063.0
7235737,11230,46013.0
7239952,11225,51926.0
7202014,11217,99085.0
7148167,11226,48495.0
7293532,11226,48495.0
7211695,10030,36118.0
7400413,11225,51926.0
7369468,10027,45536.0
7144033,11226,48495.0
7285777,11102,60436.0
7286716,11103,65229.0
7358119,10009,60521.0
7255549,11211,66113.0
7425727,10069,137105.0
7291684,11206,34122.0
7337302,10023,123951.0
7342444,10027,45536.0
7170205,11238,79013.0
7301293,10001,85221.0
7422013,10029,34015.0
7171381,10032,41890.0
7190017,11101,57866.0
7177684,10003,104441.0
7224994,11375,76467.0
7338496,10014,127973.0
7266862,11206,34122.0
7303351,11375,76467.0
7243483,10002,35449.0
7333516,10463,58881.0
7355875,10003,104441.0
7200241,10025,82352.0
7147669,10016,109250.0
7364242,11222,78287.0
7337017,10009,60521.0
7152121,10004,140450.0
7262374,11105,68050.0
7198153,10069,137105.0
7156165,11229,59287.0
7193275,11201,116446.0
7132417,10009,60521.0
7202596,11203,48140.0
7250164,11223,46310.0
7376377,10036,93707.0
7224403,11210,62202.0
7319962,10280,161419.0
7265203,11215,116893.0
7251544,11222,78287.0
7301971,11213,40604.0
7305694,10001,85221.0
7183384,10001,85221.0
7240006,10023,123951.0
7148941,10030,36118.0
7299148,11211,66113.0
7272349,10025,82352.0
7143106,11385,64481.0
7159561,10034,50909.0
7372564,11209,69578.0
7372399,10024,126107.0
7357165,11103,65229.0
7377853,10003,104441.0
7425142,11104,63122.0
7264462,10030,36118.0
7196146,11234,79490.0
7187698,10013,106056.0
7207372,11211,66113.0
7379101,10005,154213.0
7156522,10019,99063.0
7239022,11226,48495.0
7427407,10035,27932.0
7264228,10001,85221.0
7424986,11215,116893.0
7172131,10011,123208.0
7170343,10009,60521.0
7301398,11375,76467.0
7340380,11222,78287.0
7290298,10033,53044.0
7350628,11230,46013.0
7269067,10467,35381.0
7202350,10013,106056.0
7172452,11103,65229.0
7361356,11238,79013.0
7252879,10039,34197.0
7334605,10014,127973.0
7157719,11226,48495.0
7184203,11222,78287.0
7262497,11235,49653.0
7419892,11211,66113.0
7203088,11358,65932.0
7366732,11201,116446.0
7292752,10003,104441.0
7398169,11415,65981.0
7267006,10014,127973.0
7269070,10467,35381.0
7364158,10069,137105.0
7301281,10023,123951.0
7246987,11103,65229.0
7196545,11377,54989.0
7187557,10034,50909.0
7399864,11221,47170.0
7190743,10021,123842.0
7188046,10462,49962.0
7327453,10011,123208.0
7354780,11106,60725.0
7303747,10025,82352.0
7210213,10019,99063.0
7269388,11221,47170.0
7413463,10012,104561.0
7178197,10005,154213.0
7374646,10021,123842.0
7196167,10044,92623.0
7263751,10003,104441.0
7310353,10003,104441.0
7349632,10026,54349.0
7156186,11214,53151.0
7229284,11206,34122.0
7259800,10009,60521.0
7416880,10018,107861.0
7251892,11237,51269.0
7276888,11233,36009.0
7141873,10004,140450.0
7397722,10011,123208.0
7311202,10022,133208.0
7176604,11237,51269.0
7293160,11375,76467.0
7371007,11204,47341.0
7247350,10023,123951.0
7346680,11201,116446.0
7349110,10016,109250.0
7230622,11385,64481.0
7138795,10005,154213.0
7133677,11217,99085.0
7337887,11106,60725.0
7142014,11211,66113.0
7217035,11375,76467.0
7194958,11221,47170.0
7158073,11211,66113.0
7264672,10019,99063.0
7341766,10013,106056.0
7290841,10006,145893.0
7147813,10009,60521.0
7159849,11230,46013.0
7246363,11106,60725.0
7292680,11385,64481.0
7188838,11103,65229.0
7222843,10005,154213.0
7168150,11102,60436.0
7244464,11375,76467.0
7149709,11377,54989.0
7211272,10280,161419.0
7329913,11201,116446.0
7308640,11354,44512.0
7200205,10019,99063.0
7181737,10024,126107.0
7215520,10029,34015.0
7144177,11105,68050.0
7272568,11435,59535.0
7331164,11385,64481.0
7398163,11374,56863.0
7417966,11228,63697.0
7143163,11102,60436.0
7223323,10075,129594.0
7351486,11209,69578.0
7363075,11219,37665.0
7318270,11209,69578.0
7267357,11205,51574.0
7251427,10023,123951.0
7423903,11221,47170.0
7205068,11375,76467.0
7321630,10463,58881.0
7187392,11225,51926.0
7342786,10463,58881.0
7399921,10001,85221.0
7269715,10016,109250.0
7191721,10038,85032.0
7323520,11211,66113.0
7280605,10025,82352.0
7213090,10456,26724.0
7161547,10075,129594.0
7395499,11201,116446.0
7240615,10028,119203.0
7147306,10003,104441.0
7196746,11221,47170.0
7253791,11217,99085.0
7189264,11211,66113.0
7224454,11355,38370.0
7321828,10028,119203.0
7359901,11208,39588.0
7193242,10006,145893.0
7181227,11222,78287.0
7359151,10032,41890.0
7157044,11103,65229.0
7286122,10014,127973.0
7341574,11238,79013.0
7136203,11215,116893.0
7305298,10009,60521.0
7199845,11206,34122.0
7173715,10025,82352.0
7318219,11102,60436.0
7296313,10025,82352.0
7386115,10021,123842.0
7363114,11101,57866.0
7182745,11211,66113.0
7179703,11104,63122.0
7228231,11373,49098.0
7301323,10016,109250.0
7165468,10003,104441.0
7145665,11222,78287.0
7362271,10016,109250.0
7189192,10029,34015.0
7104745,11221,47170.0
7215640,10025,82352.0
7149337,11106,60725.0
7197493,11209,69578.0
7350601,10280,161419.0
7256965,10001,85221.0
7392808,11221,47170.0
7135228,11213,40604.0
7360543,10009,60521.0
7137439,11225,51926.0
7391953,10032,41890.0
7283755,11209,69578.0
7260814,10016,109250.0
7358314,10029,34015.0
7346977,10028,119203.0
7169989,11374,56863.0
7194196,11201,116446.0
7154083,11201,116446.0
7140334,11102,60436.0
7320106,10463,58881.0
7188220,11201,116446.0
7385617,10031,44040.0
7176682,11206,34122.0
7427650,10280,161419.0
7355791,11249,
7299667,10003,104441.0
7308985,11432,52975.0
7276156,10021,123842.0
7414354,11201,116446.0
7214926,10011,123208.0
7339387,10027,45536.0
7135684,10023,123951.0
7223455,11216,56025.0
7409155,11211,66113.0
7150891,11222,78287.0
7190074,10016,109250.0
7225843,10009,60521.0
7419829,11249,
7203241,10012,104561.0
7335106,10021,123842.0
7193509,11215,116893.0
7343227,11215,116893.0
7139347,10001,85221.0
7343056,11232,53908.0
7312180,11233,36009.0
7148386,11223,46310.0
7134076,11101,57866.0
7133647,11201,116446.0
7249024,10036,93707.0
7371904,10030,36118.0
7203283,11216,56025.0
7368529,10003,104441.0
7351294,11102,60436.0
7420717,10034,50909.0
7307644,11222,78287.0
7181914,11229,59287.0
7176517,11215,116893.0
7324606,11217,99085.0
7339762,10025,82352.0
7275130,10024,126107.0
7354387,11215,116893.0
7377466,10017,118469.0
7183342,11201,116446.0
7231999,10038,85032.0
7327924,11104,63122.0
7158628,10019,99063.0
7411900,11206,34122.0
7417561,10019,99063.0
7239187,10005,154213.0
7220179,10128,111937.0
7328455,10002,35449.0
7342420,10069,137105.0
7286665,11220,42559.0
7245562,11211,66113.0
7293325,11220,42559.0
7215499,11237,51269.0
7393666,11221,47170.0
7403587,10462,49962.0
7152025,11209,69578.0
7141750,10038,85032.0
7367689,10021,123842.0
7375618,11375,76467.0
7368640,11103,65229.0
7307629,10025,82352.0
7313869,10016,109250.0
7263004,11211,66113.0
7322398,10069,137105.0
7269559,10016,109250.0
7281652,11249,
7345063,10024,126107.0
7352947,11249,
7134454,11201,116446.0
7294786,11209,69578.0
7197268,11106,60725.0
7220281,10018,107861.0
7328122,11214,53151.0
7232653,11221,47170.0
7145485,10021,123842.0
7312915,11101,57866.0
7172530,11222,78287.0
7213159,11218,64152.0
7410316,11217,99085.0
7350961,11238,79013.0
7293352,10017,118469.0
7309780,10012,104561.0
7261942,11211,66113.0
7191913,11372,53963.0
7149745,11209,69578.0
7315663,11221,47170.0
7259308,10024,126107.0
7180585,11211,66113.0
7389424,10040,47189.0
7277959,11201,116446.0
7157668,10021,123842.0
7343503,10128,111937.0
7171915,11231,93575.0
7384786,10017,118469.0
7239619,11226,48495.0
7359991,10471,80932.0
7138066,10005,154213.0
7220065,11221,47170.0
7248664,10028,119203.0
7421527,10014,127973.0
7358764,10025,82352.0
7382287,11213,40604.0
7205536,10009,60521.0
7414525,11385,64481.0
7215145,10025,82352.0
7278673,11105,68050.0
7162240,11370,59901.0
7162345,10014,127973.0
7375099,11203,48140.0
7214761,11237,51269.0
7410046,11221,47170.0
7399474,10011,123208.0
7271623,11222,78287.0
7425331,10032,41890.0
7141261,10026,54349.0
7236550,10036,93707.0
7311304,10035,27932.0
7368358,10016,109250.0
7327546,10014,127973.0
7274599,11233,36009.0
7269934,10075,129594.0
7286734,10017,118469.0
7376044,11226,48495.0
7384069,10024,126107.0
7365478,11221,47170.0
7314514,11215,116893.0
7292407,11102,60436.0
7233445,10075,129594.0
7178242,11377,54989.0
7258144,10005,154213.0
7238071,11216,56025.0
7387477,11230,46013.0
7310497,11354,44512.0
7301767,11103,65229.0
7308028,10454,21542.0
7254451,11377,54989.0
7291627,10003,104441.0
7166446,11230,46013.0
7316869,11375,76467.0
7349449,10014,127973.0
7213696,11385,64481.0
7175494,11211,66113.0
7394749,11209,69578.0
7246309,10128,111937.0
7397572,10003,104441.0
7212157,10016,109250.0
7158067,11226,48495.0
7313587,11207,35809.0
7335154,10036,93707.0
7422814,10005,154213.0
7317070,10040,47189.0
7167967,11103,65229.0
7392547,11226,48495.0
7418485,11379,79573.0
7289242,10006,145893.0
7409749,11211,66113.0
7409509,11374,56863.0
7259368,11216,56025.0
7148416,11375,76467.0
7288534,10033,53044.0
7426402,11222,78287.0
7363069,11209,69578.0
7417039,11435,59535.0
7268605,10023,123951.0
7254136,10075,129594.0
7298206,11221,47170.0
7387624,11105,68050.0
7349167,10016,109250.0
7267993,11201,116446.0
7231153,11385,64481.0
7336894,11222,78287.0
7341307,10003,104441.0
7216744,10002,35449.0
7150498,11209,69578.0
7153945,11211,66113.0
7423930,11215,116893.0
7198183,11212,25677.0
7198492,10019,99063.0
7286434,11249,
7256935,10001,85221.0
7279855,10024,126107.0
7258648,10014,127973.0
7357735,10018,107861.0
7305784,11103,65229.0
7413781,10010,115084.0
7235416,11249,
7387222,11215,116893.0
7230985,10028,119203.0
7398562,10012,104561.0
7213027,11385,64481.0
7276894,11206,34122.0
7424797,10128,111937.0
7310941,11206,34122.0
7187140,11203,48140.0
7318504,10038,85032.0
7156102,11216,56025.0
7397671,11233,36009.0
7170274,10022,133208.0
7377742,11358,65932.0
7318636,11106,60725.0
7183609,11103,65229.0
7242853,10028,119203.0
7315381,10025,82352.0
7260301,10044,92623.0
7389196,11374,56863.0
7200682,11237,51269.0
7387105,11354,44512.0
7171264,10021,123842.0
7209712,10010,115084.0
7350874,11231,93575.0
7204777,11358,65932.0
7193323,10023,123951.0
7191577,11211,66113.0
7170625,11104,63122.0
7230919,11415,65981.0
7233034,10069,137105.0
7336048,11226,48495.0
7168726,11102,60436.0
7276372,10016,109250.0
7424851,10013,106056.0
7389796,11209,69578.0
7366897,11226,48495.0
7195732,11208,39588.0
7147888,10021,123842.0
7275772,10014,127973.0
7328722,10023,123951.0
7225309,10019,99063.0
7141561,10002,35449.0
7156666,10065,124322.0
7385911,10471,80932.0
7166959,10024,126107.0
7395868,11201,116446.0
7233049,10069,137105.0
7225930,11213,40604.0
7226365,11215,116893.0
7306678,10019,99063.0
7385263,11221,47170.0
7422952,11103,65229.0
7395502,10025,82352.0
7180117,11215,116893.0
7350643,11210,62202.0
7366180,11211,66113.0
7202791,11226,48495.0
7424662,11354,44512.0
7302490,11373,49098.0
7312897,11226,48495.0
7157704,11235,49653.0
7273333,10010,115084.0
7312918,11375,76467.0
7220425,10011,123208.0
7366690,11201,116446.0
7208608,10027,45536.0
7177855,10005,154213.0
7272583,10014,127973.0
7190020,11101,57866.0
7349818,11230,46013.0
7292974,11231,93575.0
7414438,11231,93575.0
7361896,10033,53044.0
7284820,10024,126107.0
7412848,11385,64481.0
7352050,10011,123208.0
7223185,11102,60436.0
7262962,10011,123208.0
7382542,10010,115084.0
7163545,11221,47170.0
7391149,11215,116893.0
7399975,11206,34122.0
7148467,11205,51574.0
7393771,10010,115084.0
7385308,11216,56025.0
7159441,11375,76467.0
7188448,11232,53908.0
7171690,11103,65229.0
7231135,10012,104561.0
7366312,11101,57866.0
7256983,10001,85221.0
7399495,11377,54989.0
7158868,10026,54349.0
7225357,10026,54349.0
7325734,10005,154213.0
7237624,10019,99063.0
7284283,10007,242644.0
7159183,11219,37665.0
7209640,10005,154213.0
7230226,11209,69578.0
7136368,11103,65229.0
7242091,10027,45536.0
7269718,10016,109250.0
7357015,10028,119203.0
7221895,11235,49653.0
7422706,10013,106056.0
7153873,10036,93707.0
7304419,10016,109250.0
7213330,10018,107861.0
7390609,10025,82352.0
7162522,10007,242644.0
7344739,11211,66113.0
7300723,11222,78287.0
7137091,11226,48495.0
7205194,11103,65229.0
7275823,11106,60725.0
7369885,11233,36009.0
7215475,10016,109250.0
7276402,10001,85221.0
7389169,10003,104441.0
7294084,10005,154213.0
7391770,11249,
7424353,11237,51269.0
7283881,10005,154213.0
7291834,11232,53908.0
7379515,11201,116446.0
7400752,10473,38924.0
7173694,11221,47170.0
7167070,11211,66113.0
7222738,10011,123208.0
7284706,10471,80932.0
7240465,11375,76467.0
7325386,10036,93707.0
7145719,10024,126107.0
7187020,11354,44512.0
7302106,11249,
7427317,10032,41890.0
7255246,11215,116893.0
7170184,10038,85032.0
7257847,10014,127973.0
7340203,11105,68050.0
7376881,10280,161419.0
7335793,11211,66113.0
7415467,11221,47170.0
7174399,10029,34015.0
7160437,10009,60521.0
7393357,11374,56863.0
7180024,11206,34122.0
7193827,11231,93575.0
7412686,11201,116446.0
7306798,11237,51269.0
7213312,11232,53908.0
7161952,10014,127973.0
7322953,11102,60436.0
7199572,10016,109250.0
7212511,11375,76467.0
7148533,11101,57866.0
7261309,10128,111937.0
7384084,10024,126107.0
7299409,11217,99085.0
7421461,11215,116893.0
7307665,11217,99085.0
7165927,11415,65981.0
7362076,10018,107861.0
7289764,10022,133208.0
7258486,10463,58881.0
7145251,10006,145893.0
7280038,11231,93575.0
7301392,11103,65229.0
7204864,11221,47170.0
7325956,10017,118469.0
7367839,11209,69578.0
7180642,11206,34122.0
7171636,10463,58881.0
7230100,10001,85221.0
7184509,10016,109250.0
7253614,10025,82352.0
7251076,11205,51574.0
7188487,11221,47170.0
7356964,11216,56025.0
7419091,11201,116446.0
7151332,10017,118469.0
7282816,11211,66113.0
7169104,11217,99085.0
7270882,11222,78287.0
7137133,10036,93707.0
7358008,11106,60725.0
7137052,11201,116446.0
7153837,10010,115084.0
7183495,10075,129594.0
7332400,11249,
7346191,10013,106056.0
7294438,11237,51269.0
7224793,10280,161419.0
7133017,10017,118469.0
7168144,11216,56025.0
7213564,11205,51574.0
7219450,11203,48140.0
7372069,11211,66113.0
7187146,11209,69578.0
7158490,10024,126107.0
7242067,11105,68050.0
7329916,11201,116446.0
7332934,10012,104561.0
7265386,10027,45536.0
7331563,10005,154213.0
7409377,10003,104441.0
7283797,10128,111937.0
7170703,11435,59535.0
7423183,11232,53908.0
7344145,10019,99063.0
7169212,11221,47170.0
7248268,10035,27932.0
7339495,11220,42559.0
7152439,10128,111937.0
7324618,11233,36009.0
7307488,11103,65229.0
7356337,10280,161419.0
7224712,10003,104441.0
7183444,10069,137105.0
7155085,11211,66113.0
7150771,11211,66113.0
7394419,10280,161419.0
7317934,11220,42559.0
7141024,10010,115084.0
7139473,10013,106056.0
7354249,10010,115084.0
7190311,10001,85221.0
7151947,11249,
7198246,10035,27932.0
7134130,11221,47170.0
7281319,11375,76467.0
7220221,10005,154213.0
7305973,10003,104441.0
7160155,10021,123842.0
7308235,11211,66113.0
7360036,10012,104561.0
7327615,10032,41890.0
7135108,11231,93575.0
7395802,10002,35449.0
7204132,11209,69578.0
7379830,10016,109250.0
7356958,11232,53908.0
7226908,10023,123951.0
7153075,11375,76467.0
7427188,11238,79013.0
7321903,11385,64481.0
7229668,10001,85221.0
7161001,11211,66113.0
7177228,10128,111937.0
7143964,10016,109250.0
7350277,11215,116893.0
7327807,10022,133208.0
7157407,10013,106056.0
7196485,10017,118469.0
7170451,11222,78287.0
7342579,11102,60436.0
7206787,11211,66113.0
7413844,10031,44040.0
7372327,11210,62202.0
7219069,10019,99063.0
7134562,10003,104441.0
7207774,10016,109250.0
7333087,11237,51269.0
7172389,11217,99085.0
7164154,11218,64152.0
7328719,10023,123951.0
7269883,10458,32129.0
7260715,10017,118469.0
7235092,11237,51269.0
7268215,11102,60436.0
7352992,10010,115084.0
7192018,10075,129594.0
7327366,11238,79013.0
7152058,11221,47170.0
7189246,10038,85032.0
7413244,11106,60725.0
7425523,11211,66113.0
7349299,11229,59287.0
7297120,11233,36009.0
7240108,10280,161419.0
7271230,10040,47189.0
7395091,11375,76467.0
7165333,11211,66113.0
7369621,10128,111937.0
7413442,10027,45536.0
7372627,11372,53963.0
7377523,11104,63122.0
7175119,10038,85032.0
7291615,11215,116893.0
7167715,11238,79013.0
7252906,11103,65229.0
7134367,11229,59287.0
7227079,11375,76467.0
7242955,10010,115084.0
7393036,11102,60436.0
7161304,11373,49098.0
7208272,10069,137105.0
7250389,11230,46013.0
7184998,11201,116446.0
7148398,11415,65981.0
7342717,11208,39588.0
7337278,11367,58924.0
7320034,11201,116446.0
7140112,11221,47170.0
7350106,11354,44512.0
7367923,11220,42559.0
7216831,11102,60436.0
7234789,11103,65229.0
7392919,10011,123208.0
7395067,11206,34122.0
7155316,10044,92623.0
7276390,10069,137105.0
7359034,10017,118469.0
7346158,10023,123951.0
7240405,11105,68050.0
7197457,11377,54989.0
7390711,11435,59535.0
7182343,11201,116446.0
7301203,10023,123951.0
7333957,11105,68050.0
7299442,10471,80932.0
7144900,10025,82352.0
7220785,11102,60436.0
7363018,11206,34122.0
7285138,11221,47170.0
7423954,11377,54989.0
6979723,10016,109250.0
7267000,11249,
7227145,11221,47170.0
7247341,11374,56863.0
7365577,10128,111937.0
7423735,11233,36009.0
7309819,11206,34122.0
7359493,10040,47189.0
7326166,11218,64152.0
7351555,10011,123208.0
7214644,10005,154213.0
7200358,11249,
7173259,10013,106056.0
7155529,11106,60725.0
7286581,10011,123208.0
7185487,10005,154213.0
7298866,10038,85032.0
7344010,11355,38370.0
7201270,11222,78287.0
7388335,10023,123951.0
7217803,10012,104561.0
7305841,10016,109250.0
7216933,11205,51574.0
7154386,11102,60436.0
7291504,11105,68050.0
7196677,10031,44040.0
7304857,11228,63697.0
7418440,11205,51574.0
7221964,11224,31630.0
7328812,10010,115084.0
7379137,10034,50909.0
7196728,10019,99063.0
7381138,10028,119203.0
7202236,11222,78287.0
7422025,11230,46013.0
7222030,10021,123842.0
7342564,11238,79013.0
7323436,11221,47170.0
7238218,11221,47170.0
7197403,10019,99063.0
7340206,10011,123208.0
7386712,11233,36009.0
7132798,10025,82352.0
7356544,11233,36009.0
7294714,10128,111937.0
7266184,10010,115084.0
7397485,11215,116893.0
7150801,10024,126107.0
7200562,11205,51574.0
7362856,11213,40604.0
7344148,11208,39588.0
7271980,10005,154213.0
7230889,10011,123208.0
7150759,11222,78287.0
7347934,10024,126107.0
7174435,10044,92623.0
7296055,11102,60436.0
7337965,11364,71030.0
7169170,11221,47170.0
7146166,11105,68050.0
7367317,10028,119203.0
7135132,11209,69578.0
7208398,11211,66113.0
7338469,10006,145893.0
7197439,11215,116893.0
7189903,10002,35449.0
7303450,10003,104441.0
7223746,10029,34015.0
7145545,10017,118469.0
7413685,11211,66113.0
7290730,10023,123951.0
7402252,11374,56863.0
7417450,11228,63697.0
7272796,11102,60436.0
7385800,10016,109250.0
7150924,11220,42559.0
7372615,11109,137452.0
7160446,10009,60521.0
7242343,10003,104441.0
7316041,10002,35449.0
7136644,11221,47170.0
7159258,10282,250001.0
7338079,11375,76467.0
7314022,11103,65229.0
7354396,10017,118469.0
7306897,11215,116893.0
7239613,11105,68050.0
7202872,11207,35809.0
7194973,10036,93707.0
7132945,11211,66113.0
7425742,10026,54349.0
7184167,10040,47189.0
7183426,11222,78287.0
7427878,11238,79013.0
7341304,10028,119203.0
7263556,11206,34122.0
7272784,11229,59287.0
7348582,11238,79013.0
7357264,11249,
7198147,10007,242644.0
7364269,11201,116446.0
7286149,11206,34122.0
7139062,11355,38370.0
7252924,10036,93707.0
7352047,10128,111937.0
7158430,11214,53151.0
7275631,11237,51269.0
7264519,11213,40604.0
7359118,11215,116893.0
7388332,10016,109250.0
7344052,11211,66113.0
7290562,11373,49098.0
